@RELATION FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Feature-basic NUMERIC
@ATTRIBUTE Feature-constraints NUMERIC
@ATTRIBUTE Feature-tree NUMERIC
@ATTRIBUTE Feature-clause NUMERIC
@ATTRIBUTE Feature-dense NUMERIC
@ATTRIBUTE Feature-core NUMERIC
@ATTRIBUTE Feature-valid NUMERIC
@ATTRIBUTE Feature-cyclo NUMERIC
@ATTRIBUTE Satzilla-BASE NUMERIC
@ATTRIBUTE Satzilla-SP NUMERIC
@ATTRIBUTE Satzilla-DIA NUMERIC
@ATTRIBUTE Satzilla-CL NUMERIC
@ATTRIBUTE Satzilla-UNIT NUMERIC
@ATTRIBUTE Satzilla-LS NUMERIC
@ATTRIBUTE Satzilla-LOBJOIS NUMERIC
@ATTRIBUTE Satzilla-LP NUMERIC

@DATA
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/automotive01/automotive01.dimacs,1,0.008000,0.014000,0.004000,0.017000,0.045000,0.395000,0.684000,7.547000,0.793000,0.358000,0.242000,0.436000,0.198000,5.642000,2.199000,0.303000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/automotive02/automotive2_4.dimacs,1,0.001000,0.095000,0.011000,0.103000,2.559000,5.310000,5.187000,60.000000,1.629000,1.595000,1.583000,1.603000,1.586000,2.864000,3.599000,1.602000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/CDL/am31_sim.dimacs,1,0.000000,0.002000,0.001000,0.003000,0.005000,0.031000,0.262000,0.323000,0.018000,0.018000,0.020000,0.019000,0.017000,0.092000,0.046000,0.018000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/CDL/ea2468.dimacs,1,0.000000,0.001000,0.000000,0.001000,0.004000,0.024000,1.197000,0.453000,0.021000,?,0.027000,0.022000,?,60.000000,0.038000,0.021000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/CDL/p2106.dimacs,1,0.000000,0.002000,0.001000,0.002000,0.005000,0.025000,0.979000,0.349000,0.020000,?,0.022000,0.020000,?,60.000000,0.038000,0.021000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/featureide_examples/berkeleydb.dimacs,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,0.030000,0.003000,0.004000,?,0.004000,0.005000,?,60.000000,0.021000,0.004000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/financial_services/financialServices_2018-05-09.dimacs,1,0.000000,0.003000,0.000000,0.004000,0.008000,0.163000,0.467000,4.623000,1.609000,0.326000,0.288000,0.212000,0.284000,5.219000,2.200000,1.374000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/KConfig/axTLS.dimacs,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.002000,0.023000,0.002000,0.003000,?,0.003000,0.004000,?,60.000000,0.020000,0.003000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/KConfig/busybox-1.18.0.dimacs,1,0.000000,0.000000,0.000000,0.000000,0.002000,0.011000,0.056000,0.159000,0.008000,0.008000,0.007000,0.008000,0.008000,0.535000,0.921000,0.009000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/KConfig/embtoolkit.dimacs,1,0.000000,0.003000,0.000000,0.002000,0.247000,0.068000,0.056000,8.431000,0.047000,0.047000,0.046000,0.047000,0.047000,0.149000,0.099000,0.047000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/KConfig/linux-2.6.33.3.dimacs,1,0.000000,0.117000,0.003000,0.070000,4.319000,0.570000,60.055000,49.337000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/KConfig/uClibc.dimacs,1,0.000000,0.000000,0.000000,0.000000,0.001000,0.011000,0.043000,0.175000,0.008000,0.007000,0.007000,0.008000,0.007000,0.134000,0.091000,0.007000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/KConfig/uClinux-base.dimacs,1,0.000000,0.002000,0.000000,0.002000,0.005000,0.024000,0.043000,1.207000,0.035000,?,0.035000,0.036000,?,60.000000,0.051000,0.035000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/KConfig/uClinux-distribution.dimacs,1,0.000000,0.001000,0.000000,0.000000,0.006000,0.009000,0.093000,0.401000,0.017000,0.017000,0.016000,0.016000,0.019000,0.758000,1.335000,0.020000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/Smarch/2.6.28.6-icse11.dimacs,1,0.000000,0.247000,0.003000,0.130000,16.150000,0.813000,60.167000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/Smarch/2.6.32-2var.dimacs,1,0.002000,0.072000,0.012000,0.059000,45.813000,60.000000,60.062000,60.000000,29.835000,14.820000,19.605000,9.682000,12.750000,14.459000,11.688000,60.000000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/Smarch/2.6.33.3-2var.dimacs,1,0.002000,0.102000,0.006000,0.376000,51.389000,60.000000,60.062000,60.000000,30.756000,15.350000,20.183000,10.310000,13.239000,14.936000,12.160000,60.000000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/Smarch/7z.dimacs,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.003000,0.024000,0.003000,0.004000,?,0.003000,0.004000,?,60.000000,0.021000,0.003000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/Smarch/adderII.dimacs,1,0.000000,0.001000,0.000000,0.001000,0.005000,0.016000,1.462000,0.363000,0.021000,?,0.022000,0.022000,?,60.000000,0.038000,0.021000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/Smarch/at91sam7sek.dimacs,1,0.000000,0.002000,0.000000,0.001000,0.007000,0.015000,1.264000,0.370000,0.024000,?,0.024000,0.024000,?,60.000000,0.040000,0.023000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/Smarch/axTLS.dimacs,1,0.000000,0.000000,0.000000,0.000000,0.002000,0.025000,0.048000,0.122000,0.030000,?,0.029000,0.029000,?,60.000000,0.047000,0.030000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/Smarch/axtls_2_1_4.dimacs,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.002000,0.024000,0.002000,0.004000,?,0.004000,0.005000,?,60.000000,0.020000,0.003000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/Smarch/BerkeleyDBC.dimacs,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,0.020000,0.000000,0.002000,?,0.003000,0.003000,?,60.000000,0.020000,0.003000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/Smarch/buildroot.dimacs,1,0.000000,0.019000,0.001000,0.015000,0.574000,5.580000,60.020000,60.000000,7.796000,2.291000,2.049000,1.916000,1.932000,7.328000,3.910000,4.092000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/Smarch/busybox-1.18.0.dimacs,1,0.000000,0.007000,0.000000,0.006000,0.105000,1.416000,0.179000,8.463000,0.180000,?,0.178000,0.180000,?,60.000000,0.194000,0.177000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/Smarch/busybox_1_28_0.dimacs,1,0.000000,0.000000,0.000000,0.000000,0.006000,0.006000,0.092000,5.984000,0.011000,0.010000,0.009000,0.010000,0.009000,0.428000,0.662000,0.011000
/home/ubuntu/java/exploiting-ddnnfs-eval/cnf/Smarch/Dune.dimacs,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,0.021000,0.000000,0.002000,0.002000,0.002000,0.003000,0.002000,0.071000,0.026000,0.002000
