@RELATION FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Feature-basic NUMERIC
@ATTRIBUTE Feature-constraints NUMERIC
@ATTRIBUTE Feature-tree NUMERIC
@ATTRIBUTE Feature-clause NUMERIC
@ATTRIBUTE Feature-dense NUMERIC
@ATTRIBUTE Feature-core NUMERIC
@ATTRIBUTE Feature-valid NUMERIC
@ATTRIBUTE Feature-cyclo NUMERIC
@ATTRIBUTE Satzilla-BASE NUMERIC
@ATTRIBUTE Satzilla-SP NUMERIC
@ATTRIBUTE Satzilla-DIA NUMERIC
@ATTRIBUTE Satzilla-CL NUMERIC
@ATTRIBUTE Satzilla-UNIT NUMERIC
@ATTRIBUTE Satzilla-LS NUMERIC
@ATTRIBUTE Satzilla-LOBJOIS NUMERIC
@ATTRIBUTE Satzilla-LP NUMERIC

@DATA
mc2022_track1_000.dimacs,1,0.005000,0.002000,0.000000,0.004000,0.003000,0.066000,0.055000,0.036000,0.009000,?,0.004000,0.005000,?,60.000000,0.021000,0.004000
mc2022_track1_002.dimacs,1,0.000000,0.001000,0.000000,0.001000,0.001000,0.010000,60.008000,0.062000,0.007000,?,0.005000,0.006000,?,60.000000,0.022000,0.005000
mc2022_track1_004.dimacs,1,0.001000,0.018000,0.003000,0.019000,0.083000,60.000000,12.613000,14.756000,0.398000,0.291000,0.644000,5.229000,0.246000,5.735000,2.225000,60.000000
mc2022_track1_006.dimacs,1,0.009000,0.314000,0.062000,0.346000,60.000000,60.000000,1.567000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000
mc2022_track1_008.dimacs,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,0.023000,0.011000,0.004000,?,0.004000,0.004000,?,60.000000,0.021000,0.004000
mc2022_track1_010.dimacs,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.008000,0.027000,0.046000,0.005000,?,0.004000,0.005000,?,60.000000,0.021000,0.005000
mc2022_track1_012.dimacs,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.002000,2.166000,0.016000,0.004000,?,0.004000,0.005000,?,60.000000,0.024000,0.004000
mc2022_track1_014.dimacs,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.003000,0.026000,0.017000,0.004000,?,0.004000,0.005000,?,60.000000,0.020000,0.004000
mc2022_track1_016.dimacs,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.005000,0.676000,0.023000,0.005000,?,0.004000,0.004000,?,60.000000,0.021000,0.004000
mc2022_track1_018.dimacs,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.011000,0.225000,0.145000,0.021000,?,0.020000,0.021000,?,60.000000,0.037000,0.020000
mc2022_track1_020.dimacs,1,0.000000,0.002000,0.000000,0.003000,0.065000,1.873000,5.323000,2.144000,0.033000,?,0.032000,0.033000,?,60.000000,0.049000,0.032000
